ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
-9.0,132.1,-9.0,73.7,5.8,-9.0,-9.0,-9.0,-9.0,-9.0,8.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.734
-9.0,559.3,-9.0,-5.9,4.1,-9.0,-9.0,-7.9,-9.0,-3.9,-9.0,-9.0,-9.0,-9.0,-8.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.742
-9.0,753.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,10.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.761
-9.0,-2.8,-9.0,-8.3,78.0,-9.0,-9.0,-8.5,-9.0,-9.0,5.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.735
-9.0,448.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,3.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.732
-9.0,419.6,-9.0,150.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.732
-9.0,312.1,-9.0,-7.3,62.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-6.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.737
-9.0,395.9,-9.0,-5.0,-8.1,-9.0,-9.0,-9.0,-9.0,-8.9,-7.0,-9.0,-9.0,-9.0,8.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.744
-9.0,71.5,-9.0,166.0,-7.1,-9.0,-9.0,-9.0,-9.0,-9.0,-8.9,-9.0,-9.0,-9.0,11.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.736
-9.0,-0.3,-9.0,306.6,-8.4,-9.0,-9.0,-8.8,-9.0,-8.9,-1.7,-9.0,-9.0,-9.0,-8.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.738
