age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
56,Federal-gov,Some-college,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Male,7771,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,7771,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,nan,Not-in-family,Black,Male,7771,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Tech-support,Not-in-family,Black,Male,7771,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,7771,0,50,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Sales,Not-in-family,Black,Male,7771,0,45,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,nan,Not-in-family,Black,Male,18189,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,18189,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,18189,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Male,18189,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,18189,0,50,United-States,>50K
56,Private,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,18189,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Male,18189,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,18189,0,50,United-States,>50K
