ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
-9.0,-9.0,-9.0,-9.0,68.6,-9.0,-9.0,-9.0,-9.0,-9.0,8.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.732
-9.0,230.9,-9.0,-9.0,5.8,-9.0,-9.0,-9.0,-9.0,-1.4,4.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.729
-9.0,569.7,-9.0,-9.0,21.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,45.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.742
-9.0,481.9,-9.0,-9.0,-9.0,-9.0,-9.0,13.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,2.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.735
-9.0,740.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-6.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.774
-9.0,435.3,6.7,45.9,1.5,-9.0,-9.0,-9.0,-9.0,-9.0,-8.1,-9.0,-9.0,-9.0,-3.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.73
-9.0,-6.6,-9.0,144.0,32.1,-9.0,-9.0,-9.0,-9.0,-9.0,-8.9,-9.0,-9.0,-9.0,6.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.734
-9.0,282.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-7.0,-9.0,-9.0,-9.0,-9.0,14.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.729
-9.0,255.0,-9.0,84.8,-9.0,-9.0,-9.0,15.1,-9.0,-9.0,1.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.725
-9.0,803.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,8.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.864
-9.0,583.3,-9.0,9.8,-8.7,-9.0,-9.0,-9.0,-9.0,-9.0,-5.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-1.4,-9.0,-9.0,0.735
-9.0,331.9,-9.0,-9.0,53.0,-9.0,-9.0,-0.3,-9.0,-9.0,-7.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.728
-9.0,-9.0,-9.0,199.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,7.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.737
-9.0,53.6,-9.0,383.0,-8.3,-9.0,-9.0,-9.0,-9.0,-9.0,-8.9,-9.0,-9.0,-9.0,-8.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.739
-9.0,373.1,-9.0,154.1,-9.0,-9.0,-9.0,-9.0,-9.0,-4.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.739
-9.0,-5.1,-9.0,-8.0,-8.7,-9.0,-9.0,-9.0,-9.0,-9.0,0.8,-9.0,-9.0,-9.0,24.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.728
-9.0,125.2,-9.0,88.7,78.0,-9.0,-9.0,-9.0,-9.0,-7.5,-8.7,-9.0,-9.0,-9.0,-7.4,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.762
