ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
-9.0,-9.0,-9.0,-9.0,68.0,-9.0,-9.0,-9.0,-9.0,-9.0,8.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.731
-9.0,549.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,3.0,-8.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.738
-9.0,474.2,-9.0,-9.0,39.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,42.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.738
-9.0,167.2,-9.0,42.9,78.0,-9.0,-9.0,2.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.733
-9.0,437.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,6.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.732
-9.0,310.5,-2.5,-9.0,33.1,-9.0,-9.0,-9.0,-9.0,-9.0,-1.7,-9.0,-9.0,-9.0,-6.0,-9.0,-9.0,-9.0,-9.0,-9.0,-6.5,-9.0,-9.0,0.736
-9.0,-3.5,-9.0,182.8,31.3,-9.0,-9.0,-9.0,-9.0,-9.0,-6.7,-9.0,-9.0,-9.0,0.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.741
-9.0,71.4,-9.0,-8.9,-9.0,-9.0,-9.0,-9.0,-9.0,-8.8,3.8,-9.0,-9.0,-9.0,16.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.735
-9.0,285.0,-9.0,73.1,17.5,-9.0,-9.0,-9.0,-9.0,-2.3,-8.8,-9.0,-9.0,-9.0,-2.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.757
-9.0,236.0,-9.0,15.4,-1.0,-9.0,-9.0,-9.0,-9.0,-3.8,8.0,-9.0,-9.0,-9.0,-8.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.754
-9.0,698.6,18.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.739
-9.0,633.9,-9.0,-7.3,-7.6,-9.0,-9.0,29.7,-9.0,-9.0,-8.9,-9.0,-9.0,-9.0,-8.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.739
-9.0,803.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,4.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.849
-9.0,351.5,-9.0,116.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-3.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.735
-9.0,-9.0,-9.0,190.4,-9.0,-9.0,-9.0,-6.9,-9.0,-9.0,7.7,5.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.735
-9.0,678.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.3,-9.0,-9.0,0.734
-9.0,46.5,-9.0,383.0,-8.3,-9.0,-9.0,-9.0,-9.0,-9.0,-8.9,-9.0,-9.0,-9.0,-8.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.735
-9.0,803.0,-9.0,213.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.867
-9.0,-2.1,-9.0,104.8,-8.3,-9.0,-9.0,-8.3,-9.0,-9.0,-8.8,-9.0,-9.0,-9.0,24.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.737
-9.0,-9.0,-9.0,-9.0,78.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,9.7,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.733
