age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,33103,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Local-gov,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Never-worked,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Never-worked,Some-college,Married-spouse-absent,Sales,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,nan,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,13514,0,50,United-States,>50K
56,Private,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,18234,0,33,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Other-service,Not-in-family,Black,Male,28016,0,50,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,28016,0,54,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Handlers-cleaners,Not-in-family,Black,Male,28016,0,54,United-States,>50K
