ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,RiskPerformance
-9.0,-9.0,-9.0,11.0,60.4,-9.0,-9.0,-9.0,-9.0,-9.0,8.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.732
-9.0,215.8,-9.0,-1.2,-5.3,-9.0,-9.0,-8.0,-9.0,-1.8,8.0,-9.0,-9.0,-9.0,-7.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.745
-9.0,424.0,-9.0,-2.0,-8.2,-9.0,-9.0,-9.0,-9.0,-9.0,5.1,15.8,-9.0,-9.0,-8.8,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.751
-9.0,200.4,-9.0,82.1,48.1,-9.0,-9.0,-8.6,-9.0,-6.0,-8.5,-9.0,-9.0,-9.0,-5.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.755
-9.0,593.6,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-2.3,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.733
-9.0,522.5,4.4,-8.2,15.5,-9.0,-9.0,-9.0,-9.0,-9.0,-6.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.741
-9.0,82.1,-9.0,124.7,16.0,-9.0,-9.0,-9.0,-9.0,-9.0,-2.9,-9.0,-9.0,-9.0,0.1,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.736
-9.0,370.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,12.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.737
-9.0,562.9,-9.0,-9.0,-9.0,-9.0,-9.0,15.3,-9.0,-9.0,-8.6,-9.0,-9.0,-9.0,-4.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.731
-9.0,803.0,-9.0,83.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.821
-9.0,683.8,-9.0,-9.0,-8.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-1.8,-9.0,-9.0,0.737
-9.0,-4.7,-9.0,292.3,-8.8,-9.0,-9.0,-8.9,-9.0,-9.0,-0.8,-9.0,-9.0,-9.0,-8.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.733
-9.0,-5.0,-9.0,151.9,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,19.2,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.736
-9.0,261.4,-9.0,-9.0,78.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,-9.0,0.732
