age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,12205,0,44,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,18762,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,18762,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,18762,0,64,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,14536,0,22,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,18762,0,29,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,18762,0,29,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,12205,630,50,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,24882,0,68,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,14536,0,1,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,26481,0,29,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,34143,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,12205,0,44,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Male,12205,0,44,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,18762,0,1,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,18762,0,1,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,30507,0,33,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,14536,0,58,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,14536,0,58,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,26481,0,17,United-States,>50K
