age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Protective-serv,Not-in-family,Black,Male,26866,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,8728,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,8728,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Male,8728,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,8728,0,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Armed-Forces,Not-in-family,Black,Male,8728,0,50,United-States,>50K
56,Local-gov,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,8728,0,50,United-States,>50K
56,nan,Some-college,Married-spouse-absent,Exec-managerial,Not-in-family,Black,Male,9110,0,50,United-States,>50K
56,Local-gov,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,9110,0,50,United-States,>50K
56,nan,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,9110,0,45,United-States,>50K
56,Without-pay,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,19050,90,50,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Prof-specialty,Not-in-family,Black,Male,9110,0,9,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,24770,0,50,United-States,>50K
56,Self-emp-not-inc,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,9110,0,1,United-States,>50K
56,Local-gov,Some-college,Married-spouse-absent,Craft-repair,Not-in-family,Black,Male,8728,0,52,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Farming-fishing,Not-in-family,Black,Male,8728,0,52,United-States,>50K
56,Federal-gov,Some-college,Married-spouse-absent,Machine-op-inspct,Not-in-family,Black,Male,8728,0,52,United-States,>50K
